0,0
0.005,0.0346510341661523
0.01,0.0688842335679404
0.015,0.102707111212722
0.02,0.136126393488705
0.025,0.169149264136702
0.03,0.201780729769313
0.035,0.234025687263388
0.04,0.265890949966237
0.045,0.297382598900838
0.05,0.328507154423301
0.055,0.359269092509504
0.06,0.389672792788791
0.065,0.419724448699503
0.07,0.449429570573812
0.075,0.478794090344081
0.08,0.507822017695211
0.085,0.536517277487028
0.09,0.564885512287468
0.095,0.59293172632428
0.1,0.620661328082393
0.105,0.648077916448634
0.11,0.675185015430798
0.115,0.701987776694525
0.12,0.728490754411036
0.125,0.7546988901273
0.13,0.780615419942734
0.135,0.806243513689968
0.14,0.831587884390636
0.145,0.856652684952795
0.15,0.881442439287908
0.155,0.905960062371561
0.16,0.930208410391544
0.165,0.954191803406279
0.17,0.977914035667937
0.175,1.00137925659798
0.18,1.02459009630871
0.185,1.04754913263746
0.19,1.07026033272892
0.195,1.09272716949328
0.2,1.11495345572943
0.205,1.13694156833206
0.21,1.15869383760743
0.215,1.18021391299843
0.22,1.20150497884264
0.225,1.22257054464399
0.23,1.24341276177106
0.235,1.26403373998148
0.24,1.28443684205921
0.245,1.30462499262443
0.25,1.32460142729668
0.255,1.34436809621124
0.26,1.36392691225986
0.265,1.38328097900626
0.27,1.402432986827
0.275,1.42138592347754
0.28,1.44014155922307
0.285,1.45870163092616
0.29,1.47706900724391
0.295,1.49524616685313
0.3,1.51323587272287
0.305,1.53103973407883
0.31,1.5486593301295
0.315,1.56609731622157
0.32,1.58335597933034
0.325,1.60043787815446
0.33,1.61734447751571
0.335,1.63407721520868
0.34,1.65063855249654
0.345,1.66703060243327
0.35,1.68325573772752
0.355,1.69931529352496
0.36,1.71521058059034
0.365,1.73094388325871
0.37,1.74651715650562
0.375,1.76193260337355
0.38,1.777191442398
0.385,1.79229487007997
0.39,1.80724500916624
0.395,1.82204367070029
0.4,1.83669290266591
0.405,1.8511938186029
0.41,1.86554751210104
0.415,1.87975595806361
0.42,1.89382083625897
0.425,1.90774405271044
0.43,1.92152662630615
0.435,1.93516955783927
0.44,1.94867468670946
0.445,1.96204357275667
0.45,1.97527799181146
0.455,1.98837887733987
0.46,2.00134714636659
0.465,2.01418451388752
0.47,2.02689243000543
0.475,2.03947255095051
0.48,2.05192573301644
0.485,2.064252817532
0.49,2.07645540509226
0.495,2.08853484523278
0.5,2.10049268413527
0.505,2.11232970830761
0.51,2.12404669061304
0.515,2.13564512627625
0.52,2.14712627253127
0.525,2.15849157414004
0.53,2.16974175444921
0.535,2.18087752434319
0.54,2.19190028184285
0.545,2.2028111993439
0.55,2.21361162799651
0.555,2.22430223393677
0.56,2.23488367189899
0.565,2.24535725009782
0.57,2.25572406284036
0.575,2.26598537474201
0.58,2.27614180008189
0.585,2.28619394268962
0.59,2.29614302768552
0.595,2.30599007740224
0.6,2.31573627634505
0.605,2.32538219175959
0.61,2.33492838129831
0.615,2.3443759930865
0.62,2.3537259830292
0.625,2.36297946136298
0.63,2.3721369526522
0.635,2.38119897263895
0.64,2.39016659800435
0.645,2.39904072326565
0.65,2.40782238970978
0.655,2.41651208315219
0.66,2.42511028128088
0.665,2.43361799439203
0.67,2.4420360602008
0.675,2.45036545589488
0.68,2.45860663209859
0.685,2.46676003193587
0.69,2.47482660393558
0.695,2.48280713318909
0.7,2.49070253721407
0.705,2.49851323466687
0.71,2.50623963726987
0.715,2.51388263600497
0.72,2.52144296715209
0.725,2.52892149260901
0.73,2.53631860198769
0.735,2.54363467847836
0.74,2.55087055937838
0.745,2.55802693563918
0.75,2.56510461724697
0.755,2.57210396742458
0.76,2.57902534343657
0.765,2.58586953243526
0.77,2.59263718322964
0.775,2.59932905729416
0.78,2.60594549387666
0.785,2.61248682668674
0.79,2.61895379597911
0.795,2.62534701133857
0.8,2.63166718884847
0.805,2.63791464597939
0.81,2.64408969504439
0.815,2.65019303238393
0.82,2.65622523103458
0.825,2.66218696455665
0.83,2.66807853064619
0.835,2.67390022218728
0.84,2.67965269434991
0.845,2.68533648607926
0.85,2.69095223105142
0.855,2.69650020901509
0.86,2.7019806952207
0.865,2.70739430619426
0.87,2.71274154904768
0.875,2.71802302000367
0.88,2.72323898253216
0.885,2.72838969588997
0.89,2.73347574028805
0.895,2.73849759308288
0.9,2.74345581528537
0.905,2.74835065561218
0.91,2.75318235882605
0.915,2.7579514709721
0.92,2.76265844156534
0.925,2.76730379847424
0.93,2.77188777705809
0.935,2.77641060895814
0.94,2.78087280803906
0.945,2.78527479773927
0.95,2.78961707469718
0.955,2.79389986219334
0.96,2.79812338000499
0.965,2.80228811165233
0.97,2.80639445612628
0.975,2.81044288060425
0.98,2.81443359746032
0.985,2.81836681576088
0.99,2.82224299038116
0.995,2.82606249736981
1,2.82982577608133
